Temp,DO,PH,CONDUCTIVITY,BOD,NITRATE_N_NITRITE_N,FECAL_COLIFORM,TOTAL_COLIFORM,year,WQI,quality
26.5,7.3,7.9,232,2.9,2.23,9026,30836,2013,282.9675212,0
22,7.4,7.9,246,2.3,1.9,1850,3900,2013,112.6267142,0
27.6,6.9,8.1,3960,2,2.26,19058,22523,2013,501.098849,0
25.6,7.2,7.8,201,1.3,1.59,29937,31034,2013,729.6492748,0
26.5,7.3,8,221,1.2,2.26,16103,5289,2013,420.4373412,0
24,6.7,7.8,198,1,1,233,465,2013,66.1503629,2
28,8,7.7,401,1.8965,1,233,465,2013,66.14071046,2
28,8,8.2,1886,4,1,233,465,2013,93.76759246,1
28,7,8.2,742,5,1,233,465,2013,107.178782,0
27,7,6.4,149,4,1,233,465,2013,66.94832203,2
27.8,6.7,7.5,1088,1.7,0,194,474,2013,66.36530957,2
23.4,7.2,6.5,73,3.1,0,19,59,2013,54.81057478,2
25.4,6.7,6.3,98,3.3,1.5,21,74,2013,55.73140957,2
26.3,6.3,6.5,143,4,4,38,124,2013,67.99409072,2
29,6.6,6.9,260,5.4,1,17,53,2013,85.10564986,1
24.6,7.1,6.3,71,3.5,1,24,82,2013,55.58491507,2
23.5,6.9,6.3,65,3.5,0,17,52,2013,56.27513565,2
29,7.3,7.1,607,3.6,0.88,33,104,2013,69.70448116,2
27,6.1,7,446,5.2,0.56,26,77,2013,87.67367797,1
24,6.9,6.4,94,3.2,1.59,20,65,2013,55.60491565,2
28.7,6.8,6.8,451,9.4,0.55,22,58,2013,117.9198959,0
26.3,6,6.6,169,3.9,2,22,84,2013,69.71280493,2
25.7,6.5,6.7,187,3.3,3,32,113,2013,64.07284348,2
23.3,5.5,7.2,636,9.7,4,1328,4975,2013,164.1358664,0
22.8,4.7,7.3,1088,23.8,4,28250,56000,2013,900.834902,0
23.3,5.3,7.2,689,11.3,4,1350,6025,2013,179.9901003,0
21.8,4.9,7.3,1267,23.5,3,24750,54250,2013,819.4121748,0
24.3,5.3,7.4,852,13,4,13775,26750,2013,477.6983603,0
23.5,4.9,7.5,977,16.5,5,12375,30500,2013,482.3625414,0
24,4.4,7.4,1256,24.8,6,25250,55250,2013,846.6567896,0
23.5,4.8,7.2,1021,20.3,4,22875,43700,2013,746.1275751,0
23.3,5.1,7.3,971,14.8,5,2125,8425,2013,231.4971475,0
22.5,4.6,7.4,1284,24.3,4,21500,50000,2013,757.026109,0
26,4,7.4,1096,26,3,31750,57500,2013,1002.985337,0
25.8,4.4,7.3,1002,21.5,4,21000,43750,2013,718.9796429,0
27,6.7,6.9,910,13,0,233,465,2013,156.7976696,0
27,6.7,6.5,930,15,0,233,465,2013,167.5620696,0
27,5,7.3,198,33.9,0,233,465,2013,356.7703078,0
27,6.7,6.7,960,18,0,233,465,2013,197.5966696,0
30.7,4.8,7.6,295,0.8,0,4,9,2013,64.79940174,2
20.3,7.1,7.5,293,1.3,0,9,19,2013,56.53666174,2
20.7,7.1,7.5,316,1.4,0,13,22,2013,57.51598174,2
20.8,6.6,7.5,274,1.6,0,14,24,2013,61.70511652,2
20.6,4.9,7.4,407,16.3,0,51,120,2013,199.1400748,0
28,4.9,8.3,603,1,0,4,5,2013,78.30759478,1
23.4,5.5,7.4,138,0.8,0,4,6,2013,57.92459304,2
25.3,5.5,8.1,625,1.1,0,4,6,2013,72.83933304,2
31.1,5,7.3,305,1.7,0,4,12,2013,66.59888783,2
26.3,5.6,8.1,552,1.1,0,4,6,2013,72.34218609,2
22,7.3,7.3,402,2.1,0,4,32,2013,59.10042783,2
24.4,7.2,7.3,99,2.2,1,26,57,2013,61.00108812,2
23.7,7.2,7.4,102,2.2,1,25,56,2013,62.71542812,2
24.6,7.6,7.2,72,1.8,2.56,24,57,2013,53.92036029,2
23.1,7.1,7.5,131,2.2,3.2,239,413,2013,69.98736841,2
21.7,5.2,2.9,682,7.8,1.5,16,30,2013,43.76601391,3
18.2,7.3,7.1,47,1.3,2,15,48,2013,48.93401449,3
18.8,7.6,7.2,52,1.2,2,16,36,2013,48.36211362,3
23.8,8,6.9,64,1.8,3.38,23,49,2013,46.8520458,3
17.8,7.9,7.3,46,1.4,1,12,29,2013,50.22465942,0
18.7,7.4,7.2,53,1.9,3,14,32,2013,55.58516087,2
18.8,7.7,7.2,55,1.6,3,15,63,2013,51.51566,2
22.6,7.1,6.5,237,3.8,4.56,674,1072,2013,76.72106174,1
25.2,7.8,7.2,50,1.6,1.77,20,41,2013,51.00465304,2
24.8,7.3,7.3,71,2,2.66,21,47,2013,58.81223449,2
19.9,7.3,7,91,1.8,3.3,20,45,2013,51.88566783,2
20.7,7.4,7.1,49,1.7,2.44,19,42,2013,52.1293542,2
20.6,6.5,7.1,99,2.7,3.56,1967,2722,2013,109.0849901,0
21.5,7.5,5.7,50,1.5,2.21,10,23,2013,25.34586058,0
17.7,5.8,6.9,68,3.1,4.9,197,463,2013,73.04710551,2
17.9,6.9,7.2,44,1.4,2.66,14,33,2013,53.52566232,2
23.9,7.8,7.3,93,1.9,2.99,264,444,2013,61.02015971,2
18,6.6,7,66,2.3,4,29,63,2013,59.95316986,2
18.4,7.6,7.1,53,1.7,3,23,53,2013,51.32010696,2
18.8,7.8,7,47,1.4,2,8,35,2013,45.52021971,3
24.8,7.7,7.4,128,1.6,3.32,25,56,2013,55.25816667,2
19.3,7.1,7,54,1.8,2.58,20,43,2013,52.76054174,2
20.6,7.4,7,69,1.6,3.3,17,87,2013,49.57228087,3
20.7,7.5,7.2,58,1.6,2.25,21,46,2013,52.52535391,2
17.6,7.2,6.9,55,1.7,3.04,26,56,2013,49.84422812,3
22.7,7.9,7.1,55,1.2,3.55,23,50,2013,45.51075942,3
17.9,6.9,6.9,52,2.2,3.48,1576,45,2013,90.01351565,1
19.4,4.5,7.1,196,15.5,11,48611,43333,2013,1272.613929,0
23.7,7.2,7.1,107,6.7,5.56,303,476,2013,104.0772881,0
22.7,7.5,7,82,2.1,3.02,45,122,2013,54.11594058,2
23.6,7.1,7.5,189,1.9,1,233,465,2013,66.98283507,2
23.8,7,7.6,197,1.8,1,233,465,2013,68.31648203,2
23.5,7.2,7.9,158,1.9,0.95,233,465,2013,73.43346145,2
23.5,6.5,7.8,161,1.8,0.99,233,465,2013,74.18490348,2
27.4,6.6,7.7,165,1.7,0,280,325,2013,71.98315652,2
21.9,6.7,7.8,167,4.8,1,440,520,2013,104.3679429,0
27.5,6.6,7.7,183,3.7,1.55,415,575,2013,92.89908319,1
31,7.1,7.8,151,8,0.08,233,465,2012,126.0790884,0
28,7.2,7.4,319,0.7,0.18,5,10,2012,48.94339478,3
27,6.2,8.4,894,9,0.38,140,350,2012,147.792531,0
30,2.2,8,1835,17.9,0.86,10478,25478,2012,473.1322693,0
31,2,7.7,3165,32.3,3.44,11498,15173,2012,617.2048232,0
29,2.4,7.6,1500,6.2,1.31,3,13,2012,124.5333954,0
31,5.9,7.2,52,2.1,0.08,233,90,2012,69.10505188,2
30,6.1,6.8,408,1.3,0.17,1300,3808,2012,78.60409797,1
30,5.5,6.9,143,1.3,0.09,4100,11113,2012,146.646673,0
29,5.4,7.2,60,1.5,0.08,428,2309,2012,70.99872667,2
29,5.8,7.2,34,5.3,0.17,855,3322,2012,112.3756588,0
29,5.9,6.7,125,1.5,0.14,1638,5793,2012,87.44163188,1
28,6.4,6.7,175,1.3,0.1,772,3636,2012,63.65928377,2
30,6.2,7.7,39,1.3,0.06,1296,4517,2012,93.72138435,1
30,6.1,7.8,39,1.5,0.06,1032,5840,2012,92.1655313,1
27,7.3,6.9,61,0.7,0.09,1430,4388,2012,72.17136783,2
28,6.8,6.6,71,1.5,0.14,2495,3949,2012,99.89798928,1
29,7.4,6.5,129,2.3,0.49,5868,16691,2012,179.7546342,0
28,7,6.8,503,1.6,0.66,965,2404,2012,69.2920087,2
29,6.3,7.5,31,1.6,0.06,1466,4267,2012,96.12413739,1
29,7.1,6.8,70,0.8,0.17,716,3567,2012,56.33344841,2
30,7.3,6.8,69,1.2,0.12,457,2446,2012,52.93586783,2
28,6.7,6.6,118,1,0.22,1104,3496,2012,65.1314029,2
28,7.4,6.8,80,1.3,0.06,274,1404,2012,49.06230087,3
29,4.5,6.6,250,2.4,0.16,1572,5889,2012,98.99985594,1
28,6.1,6.9,74,1.8,0.19,1074,3937,2012,79.72858464,1
30,5.9,7.3,44,1.6,0.14,962,2794,2012,83.12563188,1
30,2.4,6.5,195,4.8,0.35,7980,14217,2012,272.0691154,0
31,4,6.8,207,1.8,0.34,818,2280,2012,82.11893072,1
29,5.4,7.6,40,1.6,0.07,290,1330,2012,75.55725333,0
30,5.3,7.6,41,1.4,0.08,952,2517,2012,89.16059362,1
29,7,6.9,54,0.8,0.21,667,3059,2012,57.3567287,2
29,5.9,7.7,44,2.1,0.08,1200,831,2012,99.31701188,1
29,7.1,6.5,60,1.7,0.13,2926,8163,2012,108.9377951,0
29,6.9,7.7,99,3.3,0.56,53,123,2012,79.68866232,1
30,6.6,7.9,123,3.2,0.52,44,104,2012,83.51654986,1
27,6.6,7.7,220,3.6,0.65,25,77,2012,83.19506319,1
27,6.8,7.7,219,3.4,0.63,23,75,2012,80.41544261,1
27,4.8,7.2,5429,8.4,2.08,177,408,2012,130.3985751,0
23,6.4,8,493,4.2,3.91,17,68,2012,94.91414377,1
29,6.8,7.6,100,3,0.54,124,295,2012,77.38312261,1
29,6.7,7.5,316,4.6,0.6,47,132,2012,88.60792957,1
29,6.9,7.7,84,3.1,0.42,69,168,2012,78.26315565,1
28,6.9,7.9,312,2.7,1.58,4,107,2012,76.92142232,1
29,6.8,7.5,146,3,0.6,124,241,2012,75.65192261,0
29,6.7,7.3,127,2.9,0.59,100,209,2012,71.23309623,2
29,5.6,6.9,432,4.5,1.72,58,173,2012,82.99877942,1
29,6.5,7.3,126,3,0.59,132,284,2012,73.80395014,2
30,7.1,7.5,128,3,0.6,136,297,2012,74.48222174,2
30,6.4,7.3,129,3.1,0.6,68,191,2012,73.73713043,2
29,6.9,7.7,129,2.9,0.55,135,268,2012,77.99746899,1
25,7,7.9,153,2.9,0.55,30,86,2012,78.63312203,1
30,6.4,7.6,10165,3.7,2.14,5,139,2012,85.22888377,1
30,6.9,7.7,307,2.8,3.6,4,123,2012,74.55789565,2
31,6.3,7.7,322,3.5,1.1,4,116,2012,83.36924406,1
30,6.5,7.5,5835,3.4,1.72,4,126,2012,79.33271681,1
30,6.3,7.4,9245,4.7,2,4,134,2012,90.84906406,1
28,6.5,8.1,1907,4,0.55,46,115,2012,94.99361681,1
28,7,8,1896,3.5,0.64,190,245,2012,89.64460203,1
28,7,8,206,2.9,0.56,31,74,2012,80.40133536,1
27,6.8,7.8,239,3.3,0.56,33,77,2012,81.48442928,1
27,6.4,7.6,152,3.2,0.96,62,142,2012,79.73137043,1
26,6.7,7.7,146,3,0.89,30,73,2012,77.52235623,1
27,6.7,7.6,137,2.9,0.76,24,64,2012,74.7503829,2
28,6.6,7.8,228,3.5,0.57,30,79,2012,84.14981652,1
23,7,7.7,409,2.4,0.93,4,112,2012,70.2641087,2
22,6.8,7.6,263,2.9,0.81,4,123,2012,73.87346261,2
23,6.9,7.5,338,2.3,3.93,4,108,2012,66.69949565,2
26,7,7.2,79,0.8,0.62,279,637,2012,53.50741536,2
26,6.6,7,67,1.1,0.53,275,670,2012,54.52174319,2
26,6.6,7.3,59,0.7,0.57,281,541,2012,56.29577652,2
26,6.2,7.3,66,0.8,0.55,303,609,2012,59.60583768,2
26,7.1,7,67,1,0.34,170,538,2012,48.86079507,3
26,7,6.7,5341,1.1,0.37,158,528,2012,45.91524203,3
29,6.7,7.3,89,1.1,0.35,1163,2025,2012,79.15671623,1
28,6.2,7.3,136,1,0.46,296,676,2012,61.24183768,2
28,7.1,8.1,212,0.9,0.56,524,992,2012,75.05082841,0
29,6.3,6.3,134,1.2,0.67,224,780,2012,43.62535072,3
26,7.3,7.2,76,0.6,0.31,468,893,2012,54.49242116,2
26,7,7.3,11041,0.9,0.29,256,503,2012,57.96639536,2
28,6.8,7.1,75,0.8,0.5,693,1169,2012,61.98602928,2
29,7.4,7.2,61,0.7,0.11,54,255,2012,45.58160754,3
28,1.7,6.6,769,3.4,1.11,556,1717,2012,98.16889739,1
26,6.1,7.5,14083,1.4,0.25,920,2686,2012,86.01370464,1
26,6.6,7.2,92,0.8,0.77,332,660,2012,56.62738319,2
25,6.6,7.2,1348,0.8,1.01,392,810,2012,58.28894319,2
29,6,6.7,95,1.2,0.29,253,680,2012,52.58138493,2
29,6.6,6.8,78,1,0.2,275,626,2012,50.12120319,0
28,0.6,6.7,268,4.1,1.28,400,1308,2012,107.7640406,0
27,1.8,6.6,82,2,0.39,399,1410,2012,81.52791043,1
25,7.1,7.2,61,1,0.34,251,608,2012,54.13697507,2
27,6.6,8,310,1.1,0.54,517,783,2012,77.30935652,1
27,7,7.1,97,0.8,0.35,45,77,2012,46.45125536,3
29,7.3,7,51,0.7,0.18,65,258,2012,42.83990783,3
29,0.5,7.1,1717,21.2,4.41,3317,15833,2012,334.8805209,0
29,7,7.4,55,0.9,0.32,800,1400,2012,69.50849536,2
29,6.1,6.8,67,1.1,0.58,80,394,2012,49.09042464,3
27,7,6.7,61,1.3,0.28,168,248,2012,46.67360203,3
30,5.2,6.9,81,1.5,0.37,71,465,2012,58.49384725,2
27,6.1,8,510,1.1,0.72,784,1572,2012,85.8527513,1
27,6.5,6.9,12150,1.8,0.52,711,1481,2012,71.93441681,2
25,7.9,7.2,50,1.1,0.3,319,845,2012,52.72162609,2
25,7.5,6.9,34,0.9,0.14,110,256,2012,42.89808058,3
26,7,7.4,72,1,0.38,496,897,2012,63.57493536,2
29,7.3,7.3,99,0.9,0.23,1088,1788,2012,72.77923449,2
27,7.5,6.9,125,1.6,0.45,970,1400,2012,68.40607391,2
27,6.8,6.9,116,1.7,0.4,825,1260,2012,69.41613594,2
27,5.8,7.3,107,0.9,0.88,232,343,2012,60.83286551,2
28,7.1,7.2,85,0.8,0.31,67,184,2012,48.20889507,3
26,6.8,7.1,58,0.7,0.46,2010,3460,2012,90.70243594,1
29,5.7,7.3,13197,1.5,0.35,46,144,2012,65.2926258,2
27,6.7,7.1,58,1.2,0.39,964,1739,2012,72.10664957,2
28,7,6.9,3453,0.9,0.17,56,278,2012,44.87041536,3
29,6.5,7,14369,1.3,0.27,63,175,2012,55.09714348,2
28,6.6,7.3,70,1.4,0.39,838,1875,2012,75.07809652,0
29,7,7.3,60,0.8,0.18,631,1813,2012,63.2290487,2
26,6.3,7.2,97,0.8,0.56,357,880,2012,58.64968406,2
28,6,7,63,1.1,1.04,243,493,2012,56.71700493,2
28,4.4,7.1,113,1.5,1.17,358,722,2012,72.30828957,2
28,4.5,7.2,79,1,1.04,279,537,2012,67.32890928,2
28,5.1,6.9,1789,2.1,0.68,408,1946,2012,72.46930754,2
27,7.5,7.2,36,1.1,0.27,282,1134,2012,53.88549391,2
28,6.8,7,59,1.3,0.32,648,2267,2012,63.89988928,2
28,6.8,6.9,114,1.4,0.23,388,1785,2012,57.19930928,2
28,5.9,6.8,1108,2.2,0.62,386,1520,2012,67.03351188,2
28,4.9,6.7,88,2.2,0.28,480,2200,2012,72.07380812,2
28,6.8,6.9,1686,1.4,0.25,236,1223,2012,54.06449594,2
28,7.1,6.9,45,1.2,0.29,451,1636,2012,55.33654841,2
26,6.9,6.6,56,1.1,0.3,177,542,2012,43.91295565,3
28,6.5,6.3,49,1,0.22,87,323,2012,37.69663681,3
29,4.9,6.6,169,2.1,0.76,250,1241,2012,64.22892812,2
28,6.9,7.1,63,0.9,0.16,152,336,2012,50.21096899,0
26,6.6,6.7,69,0.8,0.38,185,464,2012,44.60786319,3
29,4.5,6.6,6381,2.1,0.34,196,435,2012,66.10327594,2
29,6.2,7.2,9326,1.3,0.22,61,141,2012,58.84579768,2
27,6.6,7.1,15158,1.1,0.26,126,810,2012,56.28614319,2
29,6.3,7.3,74,1.2,0.29,725,1813,2012,72.22996406,2
27,6,7.6,429,1.1,1.1,3,362,2012,61.88726493,2
27,6,7.8,308,1.1,1.47,3,343,2012,65.36891826,2
20,5.8,7.4,505,0.6,0.73,4,1517,2012,55.20390551,2
24,6.1,7.5,465,0.5,0.34,4,1458,2012,54.54702464,2
28,6.4,7.1,183,2.3,0.62,209,398,2012,66.3592371,2
27,7.1,7.4,135,1.9,0.72,419,995,2012,69.43154174,2
32,6.7,7.2,103,1,0.52,11,70,2012,50.6678829,0
30,6.8,7.1,106,1,0.52,13,137,2012,48.51039594,3
22,7.8,7.9,213,1.5,0.35,7742,15083,2012,236.1174997,0
22,7.7,8.1,312,2,0.75,12675,32017,2012,357.30688,0
24,6.9,7.6,99,1.6,1.39,3066,5395,2012,130.742149,0
27,7.3,8,230,1.6,0.69,2346,4348,2012,119.5717478,0
26,6.8,8.1,264,2.6,1.16,2428,5142,2012,134.6109293,0
25,7.2,8.1,272,3.1,1.46,2196,4586,2012,131.8976214,0
28,8,8.3,312,1.4,0.73,1618,4319,2012,103.5689725,0
26,7,8,199,1.8,1.11,1503,3573,2012,104.0237087,0
28,7.2,8.1,201,1.6,0.36,1239,2324,2012,96.83639478,1
31,6.8,7.8,505,2.1,0.02,233,465,2012,75.36686928,0
25,6.5,7.9,11170,3,0.3,233,465,2012,88.88984348,1
25,6.9,7.4,4990,3,0.37,233,465,2012,76.93354899,1
25,6.8,8.1,1516,1.8965,0.28,233,465,2012,79.02433394,1
27,6.8,7.5,890,2.1,0.51,274,589,2012,71.23052261,2
23,7.3,7.6,160,1.9,0.06,32,89,2012,63.12268783,2
25,7,7.7,111,2.2,0.08,53,131,2012,69.42229536,2
26,6.7,7.7,139,3.1,0.22,123,300,2012,80.4380029,1
29,7.2,7.2,288,2.1,0.14,33,91,2012,58.48962145,2
24,7,7.1,95,1.9,0.08,47,118,2012,56.21171536,2
24,7,7.5,84,1.7,0.06,32,87,2012,61.0423887,2
29,7.4,7,3101,15.6,0.15,76,174,2012,175.1459609,0
29,7.2,7.3,510,2.9,0.08,46,123,2012,67.64384145,2
24,7.1,7.4,88,1.8,0.07,34,90,2012,59.75733507,2
29,7.2,6.9,338,3.8,0.07,44,104,2012,68.57932812,2
26,6.7,7.6,162,3.3,0.16,90,249,2012,79.7303829,1
27,6.7,7.6,182,4.1,0.15,92,251,2012,86.85992957,1
27,6.8,8,414,3.1,0.88,233,465,2012,87.76487594,1
21,5.5,7.4,635,8.8,5.08,1400,5500,2012,161.4656264,0
24,5.5,7.4,1051,25,6.8,32000,63000,2012,994.0575997,0
21,5.3,7.3,636,9.9,5,2150,10000,2012,187.9854736,0
24,5.1,7.4,993,21.9,6.63,36250,57750,2012,1061.279401,0
21,5.3,7.5,632,13.5,5.08,20000,34750,2012,623.2625403,0
18,4.9,7.4,973,17.5,4.77,22000,40667,2012,704.4017548,0
22,4.3,7.5,1156,24.5,7.65,33750,65000,2012,1036.371677,0
22,4.8,7.4,904,26,8.6,31750,55000,2012,999.1566684,0
24,5.3,7.4,1290,26.9,8.1,36250,66250,2012,1106.673287,0
22,4.9,7.4,990,27.8,6.78,19000,40500,2012,729.4641148,0
22,5.2,7.4,914,20.5,6.18,14750,29500,2012,566.9739339,0
27,6.4,7.9,1808,21,5.9,233,465,2012,247.2595571,0
27,6.6,7.8,1302,18,0.52,233,465,2012,217.3058499,0
27,6.4,8,1286,19.5,0.52,233,465,2012,235.0145038,0
33,4.8,7.5,280,2.4,0.72,3,4,2012,77.27882174,1
20,7.7,7.4,344,1.2,0.37,9,19,2012,51.08061333,2
20,7.3,7,310,1.4,0.38,13,22,2012,47.91403449,3
20,7.1,7.7,303,1.5,0.34,13,23,2012,61.90771507,2
18,6.2,7.5,788,41.5,4.08,105,235,2012,419.4409443,0
24,6,8.3,468,1.4,0.43,5,16,2012,76.59827159,1
19,5.9,7.3,234,1.5,0.36,4,12,2012,60.52244522,2
23,6.4,8,527,1.2,0.35,5,21,2012,67.7008571,2
24,5.9,7.9,796,1.5,0.48,4,14,2012,71.07564522,2
23,7.3,7.4,388,2.1,0.58,233,46,2012,65.96074116,2
28,8.5,7.5,166,2.7,0.52,233,31,2012,67.17619768,2
29,8.9,7,125,1.9,0.52,233,45,2012,49.48430986,3
30,8,7.8,144,2.1,0.52,233,51,2012,69.47799246,2
30,7.5,7.7,87,1.2,0.52,233,54,2012,62.16874725,2
28,8.5,7.6,84,2,0.52,233,16,2012,62.69445768,2
29,8.4,7.5,103,1.9,0.52,233,75,2012,60.57150464,2
30,8.7,7.2,117,3.2,0.52,233,52,2012,65.42586377,2
29,6.5,7.7,287,8.2,0.52,233,114,2012,129.0008168,0
28,8.6,7.5,130,4.6,0.52,233,39,2012,83.50775072,1
28,8.9,7.5,109,1.2,0.52,233,33,2012,51.96174986,2
30,9.8,8.4,246,1.2,0.52,233,10,2012,63.28104725,2
28,7.6,7.5,147,1.3,0.52,233,30,2012,59.10878029,2
29,8.7,7.6,202,1.2,0.52,233,60,2012,54.68632377,2
28,8.4,7.4,177,2.4,0.52,233,48,2012,63.27184464,2
29,8.7,7.6,203,2.5,0.52,233,59,2012,66.19392377,2
32,8.2,7.4,120,1.9,0.52,233,46,2012,59.79503855,2
32,8,7.2,110,1.4,0.52,233,80,2012,52.86449246,2
30,8.4,7.6,213,1.5,0.52,233,20,2012,58.77880464,2
29,9.4,7.8,174,1,0.52,233,16,2012,53.00447507,2
31,8.1,8,244,2.4,0.52,233,73,2012,75.15134551,0
29,8.1,8,162,1.8,0.52,233,26,2012,69.81176551,2
30,8.7,7.6,163,2.6,0.52,233,24,2012,67.06262377,2
29,8.7,7.6,143,1.9,0.52,233,58,2012,60.86930377,2
30,9.2,7.6,208,1.9,0.52,233,30,2012,58.47200899,2
29,8.3,7.7,158,2,0.52,233,48,2012,65.41595159,2
29,5.9,7.1,338,6.6,0.52,233,522,2012,107.4091186,0
30,4.3,7.4,269,12.3,0.52,233,412,2012,170.7315299,0
29,8.2,7.1,109,3.3,0.52,233,12,2012,66.96993855,2
29,7.4,7.1,116,2.7,0.52,233,55,2012,65.5184342,2
28,8.2,7.6,112,2.1,0.52,233,31,2012,65.03237855,2
29,8.5,7.5,169,3.6,0.52,233,41,2012,75.14585768,0
29,8.9,7.6,221,1.7,0.52,233,30,2012,58.14772986,2
30,9.3,7.6,193,2.3,0.52,233,41,2012,61.53084203,2
28,9.1,7.3,217,3.9,0.52,233,67,2012,71.45921594,2
28,7.9,7.3,131,0.8,0.52,233,38,2012,49.76575942,3
29,8.7,7.4,176,2.2,0.52,233,36,2012,60.05532377,2
30,8.1,7.3,199,2.2,0.52,233,56,2012,61.21530551,2
30,8.2,7.4,170,2.2,0.52,233,39,2012,62.46009855,2
25,7.7,7.2,95,1.8,2.67,22,50,2012,53.41062,2
25,7.6,7.2,92,2.5,2.41,20,45,2012,60.01372029,2
25,9.9,7.2,65,1.5,2.31,21,55,2012,40.10414696,3
24,7.6,7.4,93,2.1,2.89,276,408,2012,65.73508029,2
22,5.5,2.9,568,6.8,1.12,18,33,2012,33.44898638,3
16,7.6,7,42,1.3,3.01,11,27,2012,45.77106029,3
17,7.7,7.1,45,1.4,2.89,9,22,2012,47.85341333,3
23,8.3,7,59,1.7,2.86,16,33,2012,46.04341159,3
25,7.7,6.3,250,2.1,3.88,180,326,2012,44.16113333,3
25,8.8,7.3,37,1.5,1.62,15,35,2012,46.91350348,3
25,7.3,7.3,72,2,1.65,17,36,2012,58.61120783,2
20,7.5,7,38,1.7,2.2,18,40,2012,49.86106725,3
22,7.8,7.1,44,1.6,2.62,15,33,2012,49.24800638,3
20,7,7,100,2.4,3.03,1967,2600,2012,102.2033887,0
21,7.5,6.3,52,1.7,0.82,7,21,2012,37.31398725,3
16,6.4,6.9,61,2.6,3.88,227,538,2012,66.30102377,2
17,7.5,7.1,39,1.4,2.88,12,22,2012,48.87947391,3
17,8,7.1,41,1.4,3.35,10,25,2012,46.4823258,3
24,7.9,7.3,93,1.7,5.02,295,418,2012,59.66999942,2
18,7.5,6.9,69,1.9,4.92,20,49,2012,50.24585391,0
18,7.9,7.2,46,1.7,2.72,20,45,2012,51.51263275,2
18,8,7.2,42,1.4,2.47,5,31,2012,48.01315246,3
25,7.7,7.1,101,1.5,3.42,16,43,2012,48.9682,3
19,7.2,7.1,49,1.6,2.86,17,40,2012,52.20760812,2
21,8.2,7.1,49,1.2,2.81,15,32,2012,43.80451188,3
21,7.8,7.1,58,1.5,2.97,19,43,2012,48.49475304,3
18,4.9,7.1,182,14.2,11.61,10417,15500,2012,409.0349348,0
19,2.5,7.1,382,37.2,11.81,53083,87167,2012,1582.928228,0
18,8,7,48,1.4,3.8,17,41,2012,44.9552858,3
24,8.4,7.1,48,1.2,3.08,18,45,2012,42.94079797,3
17,6.8,6.6,49,1.9,3.07,18,38,2012,48.15217594,3
18,2.1,7,286,45.6,10.61,51250,84500,2012,1616.225016,0
19,4,7.1,194,22.4,10.47,29500,45250,2012,914.1084174,0
24,7.7,7.2,107,6.6,3.02,285,425,2012,101.8359267,0
22,7.6,7.1,51,2,2.6,37,81,2012,54.24709362,2
20,7.7,7.1,46,1.6,3.93,8,22,2012,49.71564,3
20,7.7,7.1,49,1.9,3.89,11,26,2012,52.43470667,2
24,6.5,7.4,297,1,0.13,26,438,2012,55.51455681,2
24,6.3,7.5,287,0.9,0.14,5,204,2012,56.81084406,2
24,6.5,7.2,375,1.1,0.17,33,625,2012,53.14513014,2
24,6.9,6.9,349,1.1,0.18,38,503,2012,46.09181565,3
28,6.6,7.8,165,1.6,0.52,268,316,2012,72.62362986,2
28,6.4,8,155,3.9,0.5,512,516,2012,102.8494171,0
27,6.5,8,168,4.2,0.99,488,616,2012,104.5719635,0
29.1,6.7,7.7,218,5,1.31,233,465,2011,99.86065623,1
27,4.2,7.9,4909,18,7,233,465,2011,232.0899568,0
27.7,6.7,8.5,235,1.8965,3.1,233,465,2011,86.4759209,1
27.1,6.7,8.3,262,1.8965,0.52,233,465,2011,82.7277809,1
27.1,6.8,7.8,227,1.8965,0.52,233,465,2011,73.55899394,2
27.3,6.8,8.5,249,1.8965,0.11,233,465,2011,85.67100728,1
27,4.2,8.2,2754,42,0.52,233,465,2011,448.5633768,0
27.6,7.1,7.3,212,1.4,0.84,3,6,2011,53.88842174,2
28.2,5,8.3,12771,4.1,1.48,7,30,2011,108.1782812,0
28,6.7,8,304,1.5,0.18,1500,3550,2011,102.6614296,0
28.5,5.8,7.7,1315,2.5,0.22,1900,6800,2011,120.4170055,0
27,7.6,7.7,1291,10,0.34,23,77,2011,135.1945203,0
27,4.3,8.4,605,6.5,1.68,5,15,2011,131.8245365,0
26.7,3.7,8.2,600,4.3,1.66,6,20,2011,111.7845716,0
27,4.6,7.2,729,4,0.33,900,2300,2011,107.5811557,0
26.8,6.2,8.4,2670,1.3,0.24,233,465,2011,82.08814435,1
28.7,6.8,6.5,43,1.1,0.42,8,178,2011,38.85332261,3
29.3,6.6,7,59,1.1,0.27,8,113,2011,48.46831652,3
28.8,6,6.2,106,1.5,0.28,9,166,2011,41.05283159,3
28.3,5.9,6.6,516,1.1,0.18,8,169,2011,44.99494522,3
25.8,7.3,6.1,87,0.9,0.33,6,169,2011,27.68714783,3
28.3,7.3,5.9,74,1.5,0.22,8,163,2011,29.55434116,3
27.8,6.7,6.3,127,2,0.44,10,149,2011,43.88769623,3
26,6.8,6.2,226,1.6,0.18,9,151,2011,38.10150261,3
27.8,7.1,5.9,93,1.8,0.28,9,131,2011,33.19791507,3
26.3,7.4,6.2,76,1.3,0.41,11,133,2011,32.59176754,3
25.7,7.3,6.2,113,1.2,0.33,9,137,2011,32.14372783,3
29,7.3,5.9,100,1.3,0.27,6,173,2011,27.75312783,3
